filename,width,height,class,xmin,ymin,xmax,ymax
0bd985c4-570a-469b-844e-629611f69757.jpg,225,225,keyboard,4,48,222,175
0c4cd4dc-5b2e-4cd6-b12d-c56e1660d19c.jpg,600,266,keyboard,8,21,584,253
0c6b3e10-7ae4-4e72-8e45-faf90f61e164.jpg,275,183,mouse,153,34,244,166
0c9a0c68-529f-4238-bc48-34124d34365b.jpg,225,225,keyboard,2,0,225,225
0ca2b1c2-b153-4e9e-826f-bfdd4fd06c0b.jpg,246,205,mouse,29,14,228,189
0cae116c-dbfb-45b7-b83b-9d441164170f.jpg,256,197,mouse,68,26,208,166
0ce2cca8-0c78-4321-a55e-22012ac4c4aa.jpg,259,194,keyboard,4,6,259,178
0cee3579-7f2d-4c13-aa37-52eab8ea901d.jpg,746,355,keyboard,9,4,737,348
0d20a8ff-7118-40d0-9199-0d17184f7436.jpg,310,163,keyboard,49,56,260,131
0d22413f-6e61-4e73-a944-1498e476a6a5.jpg,1000,1000,mouse,1,11,992,971
0d5d579c-26e0-4d07-acc9-67f2fb899ab3.jpg,275,183,keyboard,15,35,255,163
0dea94ef-a972-4306-9c1d-95c43b836ff8.jpg,225,225,mouse,67,39,163,215
0df20b44-3a56-4e0d-8ff2-8075f127ae0c.jpg,225,225,mouse,168,115,210,172
0df20b44-3a56-4e0d-8ff2-8075f127ae0c.jpg,225,225,keyboard,10,82,213,157
0dfd7af3-d182-432d-b083-11f99a74599a.jpg,275,183,keyboard,23,52,203,115
0e1af2c4-f64d-4f97-bb6b-8c3ffb3dabf8.jpg,300,168,keyboard,37,6,247,165
0f133965-a9d4-454a-88dd-2f03bca194bf.jpg,274,184,keyboard,2,4,271,179
0f1bd11c-1aa8-4588-83a9-39484ebde147.jpg,800,800,keyboard,25,230,761,567
0f4d7b35-bbf4-4767-946e-025e1fd9b303.jpg,205,205,mouse,0,15,201,190
0f5d2271-52a8-4a54-9224-5bbc05e4adeb.jpg,225,225,keyboard,2,8,221,91
0f5d2271-52a8-4a54-9224-5bbc05e4adeb.jpg,225,225,keyboard,4,114,222,195
0fdebfcb-d552-458b-a752-c5ec47800543.jpg,225,225,keyboard,18,28,211,202
1062eed4-649e-411a-bf51-8bc27877c69b.jpg,266,190,mouse,0,0,218,190
10952861-ae99-44e0-9108-a57878f82735.jpg,389,129,keyboard,13,8,380,115
109ae110-37fa-4c54-b05c-84fd04e56cb6.jpg,225,225,mouse,42,18,175,209
10cb4235-9d38-421c-8f15-4288f9626ff7.jpg,242,208,mouse,48,1,193,205
113581e1-4d89-46e6-bd27-76fa9563967f.jpg,251,201,mouse,32,31,210,175
114ea034-a53c-4b41-a68c-8a3ef50d0457.jpg,224,225,mouse,36,38,190,203
115c5d03-6742-4d26-b273-0d46c7857f7d.jpg,194,259,mouse,69,56,178,163
115c5d03-6742-4d26-b273-0d46c7857f7d.jpg,194,259,mouse,23,169,138,255
119bf7fa-488c-4d29-a251-04219c0373e7.jpg,225,225,mouse,39,5,189,224
119e0568-c2e4-4c6b-b748-6f0cdf3fb0bc.jpg,225,225,mouse,54,33,166,207
11ebfe93-dc14-4ee1-989a-58090971a45a.jpg,284,177,mouse,52,47,262,157
1244911b-22e8-4e9b-9f97-1411a948a854.jpg,257,196,keyboard,9,30,246,166
126f8385-d97a-4022-a1b0-2c405976699a.jpg,313,161,keyboard,48,6,309,157
12f4d499-0b14-4db4-94eb-ff43dc17b573.jpg,260,194,keyboard,0,0,256,194
12f8f2bf-e090-4122-b708-b807b3780ebf.jpg,149,338,mouse,85,0,145,56
12f8f2bf-e090-4122-b708-b807b3780ebf.jpg,149,338,mouse,1,63,99,157
12f8f2bf-e090-4122-b708-b807b3780ebf.jpg,149,338,mouse,10,267,140,332
12f8f2bf-e090-4122-b708-b807b3780ebf.jpg,149,338,mouse,71,155,149,224
1353fb62-8e43-47a6-8694-520f2094ae39.jpg,225,225,mouse,7,18,220,218
14b7d9a2-ea11-4928-91ff-5b31f489bc5f.jpg,246,205,mouse,33,15,230,166
14bc5d8c-f3ef-4d43-9919-2716823ebcbe.jpg,275,183,mouse,56,24,235,141
14fc84c3-9ebf-4966-96a1-7c9174711710.jpg,248,203,keyboard,14,35,231,182
1520346c-4f59-4eb9-8c34-e647b581fd7c.jpg,225,225,mouse,48,22,170,221
15a2e284-c43f-405f-b0f3-3dd76683e9ca.jpg,1600,660,keyboard,73,128,1585,650
15c8d545-669a-4725-b647-a44a52cc56ec.jpg,296,170,mouse,42,28,254,147
15eeac72-dc87-4891-8e31-3d6fe7c9149b.jpg,225,225,mouse,24,30,202,167
16089fd6-bdbd-4d35-a3b7-2466caa8bdb9.jpg,275,183,keyboard,3,-4,271,181
16278d8e-bc20-4f70-9013-eb2538b369bd.jpg,225,225,mouse,156,148,218,194
16278d8e-bc20-4f70-9013-eb2538b369bd.jpg,225,225,keyboard,9,106,154,157
169ad79a-8b4a-4842-b957-53d97d2c65c0.jpg,225,225,mouse,18,2,208,221
16bbb4ad-783f-48e5-b2bb-ef01971bd715.jpg,275,183,keyboard,0,47,151,183
16bbb4ad-783f-48e5-b2bb-ef01971bd715.jpg,275,183,keyboard,10,33,272,176
16f3ff59-25e9-4f2b-aa57-40bb72d9e58a.jpg,1200,900,keyboard,42,298,1162,600
1703cfd5-6443-4110-b7bd-95fc03e4c1c3.jpg,259,194,keyboard,0,61,255,140
171ac81a-9cf0-43a4-b374-506234136e8f.jpg,220,211,mouse,24,26,196,191
17afeeea-e712-4364-adb2-fc854f38788d.jpg,254,199,mouse,67,15,185,182
17e037d7-b91d-490a-9c5b-18cdfb6d5fa4.jpg,253,199,mouse,57,11,194,199
184704d8-339a-49ec-bac0-dd44929e9e19.jpg,225,225,mouse,185,167,223,211
184704d8-339a-49ec-bac0-dd44929e9e19.jpg,225,225,keyboard,0,159,185,212
18ab68f7-8645-43c8-9e60-4a94347cc2bb.jpg,299,168,mouse,55,6,237,147
18ae0081-8f66-4a83-8c68-f4752d34b2a3.jpg,225,225,mouse,34,40,162,199
18c5221c-3792-4be0-a468-c413abd4dd75.jpg,224,225,keyboard,0,47,103,119
18c5221c-3792-4be0-a468-c413abd4dd75.jpg,224,225,mouse,110,31,149,54
1919d50d-3d23-4d75-b69f-e6bdfc8f1f63.jpg,396,127,keyboard,4,7,391,123
194303ad-e188-4085-abea-f50717c9e27d.jpg,1200,1200,mouse,306,197,914,1200
1963a22a-7a47-4221-a87b-d449b00ecd3b.jpg,395,395,mouse,53,24,365,295
19829336-795a-4a71-b7fc-5212dca13df0.jpg,333,151,keyboard,5,33,328,149
19bdf2db-1a7d-48b2-8c39-66855eead88d.jpg,225,225,keyboard,12,59,214,223
19e6042d-8260-4868-a716-96120da4089e.jpg,259,194,keyboard,0,37,259,149
1a1605a9-4e68-4001-8097-352fbc4034b0.jpg,600,600,mouse,123,7,466,587
1a16ecd6-1ed4-4ce0-8844-804751aa1806.jpg,206,245,mouse,22,48,201,167
1a36136a-dda5-4db1-bae4-ea50c6bd0f89.jpg,300,168,keyboard,70,0,231,57
1a5a4238-fc28-4d1e-bfb2-3358aaa0961d.jpg,1128,873,mouse,268,89,893,708
1a5cdbe9-6bb9-498a-bb18-f0914aa6b681.jpg,899,899,mouse,64,55,811,845
1a681c94-0d67-4f97-9c53-7f432f686022.jpg,259,194,mouse,49,31,214,145
1a6c7323-7f21-43bf-99b0-8ea195044ac4.jpg,389,129,keyboard,0,0,389,129
1ab23f63-bb1b-4c64-b0be-f23e55072785.jpg,254,198,keyboard,5,29,250,194
1ad73985-1402-48ef-8286-7657547c60fe.jpg,300,168,mouse,243,63,284,125
1ad73985-1402-48ef-8286-7657547c60fe.jpg,300,168,keyboard,0,28,234,153
1b3ca5ee-5cdb-4ea8-886d-6126beb577c9.jpg,286,176,keyboard,5,-2,279,137
1b48c2ab-ffa2-42d9-848e-3e08b6d1fd97.jpg,259,194,mouse,9,38,60,81
1bae307d-0222-4ef0-965c-4ac24aaa0a23.jpg,296,170,mouse,62,16,260,155
1bdb3e4b-eb35-426f-8be6-dc0e7bf5c2bf.jpg,2048,1536,keyboard,0,354,2048,1169
1c00c47a-a6ff-4807-bf2e-80a3aacc8b3d.jpg,225,225,keyboard,0,75,223,150
1c2c51e7-0c21-457f-8d11-c03262c5c9e0.jpg,250,202,keyboard,1,139,248,201
1c5a3b9a-a553-4bb5-a741-e6eb939d62a7.jpg,225,225,mouse,26,80,215,147
1c7ebb9f-fae7-4714-8b81-067929cbecbb.jpg,225,225,mouse,178,110,201,140
1c7ebb9f-fae7-4714-8b81-067929cbecbb.jpg,225,225,keyboard,28,99,164,147
1d12ef84-027a-40bb-b674-2a2559d29bee.jpg,225,225,mouse,17,65,210,159
1d2d7c6d-a63f-49af-bb8e-43befdb02417.jpg,1000,1000,mouse,126,254,834,833
1d2d90b9-d6da-4b88-9198-20102f41851a.jpg,225,225,keyboard,6,41,198,153
1d934c2d-5cf1-487e-80ce-7afb110a1642.jpg,275,184,keyboard,1,2,275,181
1de426a9-30d9-4e73-a96e-0ddc64804867.jpg,237,213,mouse,74,4,232,160
1defab4d-411d-42c5-a4f8-1c4cab75197a.jpg,225,225,mouse,18,91,169,222
1df40147-201e-4a7c-996c-9a430fa28b8b.jpg,259,194,keyboard,0,36,227,157
1e306962-80f1-466a-8d2e-5c9189778f00.jpg,572,520,mouse,27,38,539,497
1e3f3de2-201e-4d62-87c3-09d6a4bdb67b.jpg,225,225,mouse,9,61,215,170
1eb91f15-9a1a-490c-9185-3b7b24498d30.jpg,314,160,mouse,227,103,312,160
1eb91f15-9a1a-490c-9185-3b7b24498d30.jpg,314,160,keyboard,5,0,311,104
1ed8aea7-b0a2-4e0a-b908-92f6b369ab00.jpg,225,225,keyboard,54,5,182,219
1ee12af5-d342-404b-8e72-14a00971fd8c.jpg,304,166,keyboard,14,71,196,146
1ee12af5-d342-404b-8e72-14a00971fd8c.jpg,304,166,mouse,197,88,278,155
1eedfcd4-1bae-40be-9103-d37c397156ff.jpg,225,225,mouse,58,48,171,224
1f2df13f-3ad1-43ed-9346-3c9336f7b1c7.jpg,296,170,mouse,43,22,248,146
1f3ced3c-c57a-44d8-b751-c1819945a7ee.jpg,225,225,mouse,58,76,181,156
1f7b7a40-70cf-4d07-aa37-89b091259417.jpg,225,225,mouse,64,39,163,198
20062cb2-4f14-4649-9cdc-6d7da95c2db6.jpg,225,225,keyboard,7,75,226,160
2006d60a-a114-40c1-879b-d4dc0c6bd803.jpg,225,225,mouse,3,72,224,167
200c65e6-771c-4175-ac85-9c2a5b649592.jpg,225,225,mouse,36,33,221,188
2039bf16-3231-4a83-84c5-1780b0019cc0.jpg,253,199,mouse,12,11,229,196
205f623d-a610-4f18-ac8b-e5cb28feae47.jpg,275,183,keyboard,3,24,262,174
208c1787-2a18-4264-8374-bdf1a32541ce.jpg,2816,1386,keyboard,26,107,2795,1278
219078c8-8ff7-4400-88ce-7dff64b76220.jpg,257,196,keyboard,5,21,251,182
21fab744-14ab-478c-9772-82b6bca7b00e.jpg,300,168,keyboard,0,0,218,168
225e1264-dc47-40a2-ac4d-0fe8d5c89011.jpg,292,173,keyboard,24,-1,279,165
2295c27b-6964-4754-9e9b-7269acb2fb28.jpg,225,225,mouse,113,2,221,222
229e3f8f-b85e-459c-86d6-b4bd4b41af19.jpg,270,187,keyboard,0,0,130,41
229e3f8f-b85e-459c-86d6-b4bd4b41af19.jpg,270,187,mouse,135,54,261,134
22a58b9d-5a49-4193-aa3d-a98f861bfeec.jpg,225,225,keyboard,14,87,209,164
22c9b452-2911-46b1-b0f0-f52ea7a59c2f.jpg,275,183,mouse,178,57,239,144
2372afb2-3606-444a-8853-797c44bc6269.jpg,275,183,keyboard,4,68,271,111
238c78a4-fd48-41f6-b5d8-a617d7c1c479.jpg,168,300,keyboard,5,210,166,274
23f39b94-1bf6-46d8-8fab-b9511d0cb9a7.jpg,225,225,keyboard,17,75,215,149
244fcb79-22cf-491c-aec6-4f132026aade.jpg,1600,568,keyboard,21,-14,1573,577
248cf303-ec4a-4485-ad30-d879a20b4fca.jpg,288,175,keyboard,2,103,237,162
24a36655-3980-45a6-875f-f39656abdcc7.jpg,225,225,keyboard,7,88,218,160
24cdf8a9-17b9-45c4-887c-886ce6669f06.jpg,305,165,keyboard,3,34,300,160
2509492b-8e5d-4165-ab9c-c4735d862f71.jpg,225,225,mouse,5,47,221,163
251afb62-4353-4c7b-a436-90d4ebdbd984.jpg,310,163,mouse,86,65,226,100
252e0ddd-0d55-4c78-9329-022dc0f90a82.jpg,275,183,keyboard,2,-3,272,185
25394690-a7ae-4c26-9530-6cac896beeac.jpg,225,225,keyboard,0,82,220,161
255e70b7-bcb6-4e5e-a081-cf55ac5726d5.jpg,432,117,keyboard,5,-3,426,120
256cccef-e378-48c7-8375-bd36baa45d91.jpg,225,225,mouse,55,38,170,225
2571ad3e-5323-4536-8594-59a861f18b6c.jpg,265,190,keyboard,0,28,265,148
25d7b21d-a4c4-45f2-9eb3-481026aadc08.jpg,225,225,keyboard,6,73,230,157
25da29c3-b027-424c-a469-327399be2d4a.jpg,224,224,mouse,5,20,224,199
25f23847-8500-4d85-ba91-9b8442bf8063.jpg,225,225,mouse,74,67,149,191
262efcd5-3b22-4170-946e-9e9c30604320.jpg,300,168,keyboard,102,81,191,138
265bdc03-7176-4962-95e9-bd8ba7e9aeba.jpg,275,183,keyboard,18,67,271,123
267aa92c-fe26-4e83-844a-b97f76d04ace.jpg,225,225,mouse,34,25,214,164
26dc7eee-71b7-4137-8c54-a032118cecfb.jpg,300,168,mouse,72,10,212,168
26e2c63d-3c75-4171-bd9f-86c0e02b2661.jpg,273,185,mouse,215,98,265,139
26e2c63d-3c75-4171-bd9f-86c0e02b2661.jpg,273,185,keyboard,17,36,222,128
270caa26-71f8-4818-8cb5-bf61ae38b3bf.jpg,228,221,mouse,56,50,114,219
270caa26-71f8-4818-8cb5-bf61ae38b3bf.jpg,228,221,mouse,3,48,50,221
270caa26-71f8-4818-8cb5-bf61ae38b3bf.jpg,228,221,mouse,121,39,228,220
273ecff4-b95a-4d84-8645-a3cb3aea71a9.jpg,932,1500,mouse,11,8,928,1491
275115a5-e33d-4c02-87a5-832bdf756811.jpg,242,209,mouse,42,10,197,205
2762e618-e39e-4929-abb2-96e158923b10.jpg,287,176,mouse,80,21,226,162
27718e4f-7c9e-4e57-854c-82965746d226.jpg,225,225,mouse,62,47,152,210
277c4c5a-574f-4d6b-ab83-f00d0d529f16.jpg,344,147,keyboard,4,-4,338,150
2781bc2c-468b-47f7-8c83-ccf67a2a97f9.jpg,367,137,mouse,156,76,346,137
2781bc2c-468b-47f7-8c83-ccf67a2a97f9.jpg,367,137,mouse,15,40,109,102
2781bc2c-468b-47f7-8c83-ccf67a2a97f9.jpg,367,137,mouse,122,41,199,99
279827ba-c81e-4399-bd82-0d6c8b9df5bf.jpg,399,126,keyboard,4,-4,394,129
28023d4f-75db-4da8-8094-aa8ec565d604.jpg,225,225,mouse,36,127,175,197
28023d4f-75db-4da8-8094-aa8ec565d604.jpg,225,225,keyboard,6,30,219,122
2876bad6-c7c8-46db-bd0f-59f69de93210.jpg,238,211,keyboard,0,28,238,129
28ef8e27-74ff-4dcf-a994-ef76aadca35f.jpg,225,225,keyboard,14,105,213,175
28ef8e27-74ff-4dcf-a994-ef76aadca35f.jpg,225,225,keyboard,12,21,213,93
292a4298-200b-4145-8d04-f43eda181d44.jpg,300,168,keyboard,3,-2,296,173
29762d36-4576-4d3b-b595-d016b3cd0e4b.jpg,225,225,mouse,98,124,197,181
29762d36-4576-4d3b-b595-d016b3cd0e4b.jpg,225,225,keyboard,8,38,217,122
29bb0d37-9d5c-434a-b511-a7e6153f071a.jpg,225,225,keyboard,1,71,220,179
29d5e1d0-c0ab-4894-b5ac-0e2fd6932a9f.jpg,259,194,keyboard,65,46,207,131
2a064002-fa86-4db1-a405-606e77b0da5d.jpg,242,208,keyboard,3,40,240,164
2a7f12e1-3dab-4192-94d7-d224a496ba99.jpg,229,220,mouse,145,90,174,132
2a7f12e1-3dab-4192-94d7-d224a496ba99.jpg,229,220,keyboard,10,18,206,94
2a83ff65-31b0-4945-a194-58cdff56459b.jpg,275,183,mouse,36,54,235,157
2a8fc28b-a7a0-4852-b305-880c7feaa8a5.jpg,225,225,mouse,33,37,204,193
2add78ac-36f4-46c7-9edc-57c25dcab740.jpg,225,225,mouse,31,19,190,202
2ae49f47-5697-44c2-94db-aed4391367ad.jpg,225,225,mouse,12,42,221,188
2b144d6c-0899-43c2-a7a1-c987b6b3a10c.jpg,225,225,mouse,31,44,197,197
2b180fa6-4487-4ff8-a15c-a4fe4bdbb644.jpg,225,225,mouse,175,89,201,139
2b180fa6-4487-4ff8-a15c-a4fe4bdbb644.jpg,225,225,keyboard,23,72,174,155
2b275a2e-895a-4601-a4d0-2c3f22d9db17.jpg,225,225,mouse,30,70,212,160
2b3d1138-75bb-4bdb-97d1-42cab88cb862.jpg,219,230,mouse,132,53,203,180
2b4d34bf-68d2-4182-89e8-fb558e6a5801.jpg,225,225,keyboard,10,39,147,143
2b4d34bf-68d2-4182-89e8-fb558e6a5801.jpg,225,225,mouse,151,13,215,82
2b8ccd82-0cdc-4ac7-bd35-0c6b7435d968.jpg,246,205,mouse,63,40,196,172
2bdb0db6-6443-4484-af4a-1238b2b5757e.jpg,276,183,keyboard,18,41,248,183
2c40df33-0df3-4698-ab9f-3b7bbc469f9a.jpg,242,209,mouse,37,13,188,104
2c7d5dd2-e5ae-47ae-bc94-ec03c09d584f.jpg,265,190,keyboard,18,33,246,124
2c8693e9-fe39-4063-848d-464471b60093.jpg,275,183,mouse,95,21,180,177
2d2ce465-1cd8-4b78-8440-cfcd3d4d72e3.jpg,425,433,mouse,121,84,318,429
2d3ad6f0-0540-49e9-a3d6-31fbcd494afb.jpg,225,225,mouse,25,19,214,197
2d57c8fd-e6d3-49ca-828b-d97228c5704e.jpg,225,225,mouse,2,23,223,203
2d7a220e-1596-4539-bc79-c2cb8d0b875b.jpg,225,225,mouse,20,50,204,177
2e8c9175-f370-4709-ba12-3e111e12a486.jpg,225,225,keyboard,21,55,206,159
2ea559c4-7160-4ae6-b0b9-65bbc858ad42.jpg,276,183,keyboard,15,3,270,132
2ec45b96-3e61-4e7a-970f-c9474c5734d1.jpg,373,135,keyboard,5,7,360,118
2ec60b54-cdae-4768-a955-3e65dc58a417.jpg,275,183,keyboard,12,47,266,148
2f0b7134-64f0-4ac5-92bb-bf1a2761771d.jpg,225,225,mouse,111,105,221,164
2f255859-cfe3-4285-b5f0-d8edd4194d2d.jpg,254,198,keyboard,2,47,254,175
2f66351d-876c-433d-a9bd-3f666f512353.jpg,275,183,keyboard,12,27,271,142
2f85171f-1009-442f-981b-18eac9c211f6.jpg,225,225,mouse,2,45,225,186
2f86bc49-ca7d-48b3-b0ca-7210eeef213c.jpg,700,467,keyboard,107,113,594,375
2f968b31-9f8d-4723-8a71-722a3bef4d92.jpg,225,225,mouse,13,33,204,172
2f999e56-a3d6-4e78-889d-ad9a874c0335.jpg,425,218,keyboard,9,77,406,197
2f99d1ce-c74b-451c-8bcf-cf8277ad848b.jpg,225,225,mouse,1,8,221,220
2fc17ff9-30d0-47ec-b4be-e919d28dab6f.jpg,1000,1000,keyboard,96,188,974,741
2fdbe5d6-89f9-49c2-81fa-9c27185b18f3.jpg,257,196,mouse,34,1,256,193
2fdc3d33-420b-4f07-8c18-3f2519778492.jpg,259,194,mouse,41,17,248,153
2fe18fd2-dbd5-4727-b6bc-064528de539f.jpg,318,159,keyboard,56,49,293,146
2ffa5d84-2249-4969-8931-389d441fc03f.jpg,275,183,keyboard,12,44,253,163
306dfe66-9cf0-4396-bb74-87bacef26ece.jpg,307,164,keyboard,0,0,306,164
30d840eb-3fae-41a7-8208-fc8cf37616c1.jpg,618,463,mouse,147,13,470,463
31232a30-1b7e-4ef6-b2c9-b481714c96f3.jpg,354,142,keyboard,4,1,350,141
31bdc306-750f-4ce1-920e-db693849b567.jpg,1024,1024,keyboard,54,296,972,734
31f4ce1e-c532-4e90-aa37-6bd2fac17bba.jpg,2048,2048,keyboard,13,0,2048,2039
3219b109-0d77-4170-a2c7-dd17fb840384.jpg,275,183,mouse,31,1,252,178
3232dfd5-bea3-4a67-b291-956f1e2b1b99.jpg,259,194,keyboard,29,33,206,103
32938db1-7537-4f69-94cb-66c9054c959a.jpg,240,210,mouse,10,0,229,176
32d2f061-d0a2-48e5-9f61-5495b8b58cde.jpg,275,183,keyboard,8,36,262,161
3362d85e-cc31-4616-9cce-605857a06449.jpg,335,150,keyboard,0,27,334,150
33a33cd8-6454-4aac-8715-f42990feec48.jpg,220,131,keyboard,4,7,204,90
33d19270-4fc8-4988-a952-5b1304cc92c6.jpg,1001,788,mouse,257,33,739,786
